city,region,address,price,price_for_square_metre,total_area,floor,num_of_floors,num_of_rooms,subway,apartment_complex
Київ,Голосіївський,"пров. Лисогірський, 20",65 379 $,1 081 $,60.5 м²,2,25,2,,ЖК Central Hills
Київ,Голосіївський,"пров. Лисогірський, 20",93 256 $,1 104 $,84.46 м²,3,25,3,,ЖК Central Hills
Київ,Голосіївський,"пров. Лисогірський, 20",76 705 $,1 222 $,62.79 м²,2,25,2,,ЖК Central Hills
Київ,Голосіївський,"пров. Лисогірський, 20",68 560 $,1 128 $,60.8 м²,2,25,2,,ЖК Central Hills
Київ,Голосіївський,"пров. Лисогірський, 20",91 272 $,1 081 $,84.46 м²,3,25,3,,ЖК Central Hills
Київ,Голосіївський,"вул. Метрологічна, 13-13А",75 147 $,1 724 $,43.6 м²,1,16,1,Іподром,ЖК Life Story
Київ,Голосіївський,"вул. Метрологічна, 13-13А",114 943 $,1 624 $,70.78 м²,2,16,2,Іподром,ЖК Life Story
Київ,Голосіївський,"вул. Метрологічна, 13-13А",80 780 $,1 345 $,60.06 м²,2,16,2,Іподром,ЖК Life Story
Київ,Голосіївський,"вул. Метрологічна, 13-13А",142 708 $,1 993 $,71.62 м²,1,16,1,Іподром,ЖК Life Story
Київ,Голосіївський,"вул. Метрологічна, 13-13А",128 544 $,1 724 $,74.58 м²,2,16,2,Іподром,ЖК Life Story
Київ,Голосіївський,"вул. Метрологічна, 13-13А",125 027 $,1 724 $,72.54 м²,2,16,2,Іподром,ЖК Life Story
Київ,Голосіївський,"вул. Метрологічна, 13-13А",63 591 $,1 345 $,47.28 м²,1,16,1,Іподром,ЖК Life Story
Київ,Голосіївський,"вул. Метрологічна, 13-13А",81 084 $,1 624 $,49.93 м²,1,16,1,Іподром,ЖК Life Story
Київ,Голосіївський,"вул. Метрологічна, 13-13А",89 374 $,1 823 $,49.02 м²,1,16,1,Іподром,ЖК Life Story
Київ,Голосіївський,"вул. Метрологічна, 13-13А",116 720 $,1 724 $,67.72 м²,2,16,2,Іподром,ЖК Life Story
Київ,Голосіївський,"вул. Метрологічна, 13-13А",98 812 $,1 724 $,57.33 м²,1,16,1,Іподром,ЖК Life Story
Київ,Голосіївський,"вул. Метрологічна, 13-13А",109 974 $,1 624 $,67.72 м²,2,16,2,Іподром,ЖК Life Story
Київ,Голосіївський,"вул. Метрологічна, 13-13А",121 994 $,1 724 $,70.78 м²,2,16,2,Іподром,ЖК Life Story
Київ,Голосіївський,"вул. Метрологічна, 13-13А",121 114 $,1 624 $,74.58 м²,2,16,2,Іподром,ЖК Life Story
Київ,Голосіївський,"вул. Метрологічна, 13-13А",117 801 $,1 624 $,72.54 м²,2,16,2,Іподром,ЖК Life Story
Київ,Голосіївський,"вул. Метрологічна, 13-13А",111 345 $,1 993 $,55.88 м²,1,16,1,Іподром,ЖК Life Story
Київ,Голосіївський,"вул. Метрологічна, 13-13А",58 543 $,1 823 $,32.11 м²,1,16,1,Іподром,ЖК Life Story
Київ,Голосіївський,"вул. Метрологічна, 13-13А",83 726 $,1 345 $,62.25 м²,2,16,2,Іподром,ЖК Life Story
Київ,Голосіївський,"вул. Метрологічна, 13-13А",89 993 $,1 823 $,49.36 м²,1,16,1,Іподром,ЖК Life Story
Київ,Голосіївський,"вул. Метрологічна, 13-13А",78 298 $,1 674 $,46.78 м²,1,16,1,Іподром,ЖК Life Story
Київ,Голосіївський,"вул. Метрологічна, 13-13А",55 344 $,1 724 $,32.11 м²,1,16,1,Іподром,ЖК Life Story
Київ,Голосіївський,"вул. Метрологічна, 13-13А",85 075 $,1 724 $,49.36 м²,1,16,1,Іподром,ЖК Life Story
Київ,Голосіївський,"вул. Метрологічна, 13-13А",93 101 $,1 624 $,57.33 м²,1,16,1,Іподром,ЖК Life Story
Київ,Голосіївський,"вул. Метрологічна, 13-13А",84 489 $,1 724 $,49.02 м²,1,16,1,Іподром,ЖК Life Story
Київ,Голосіївський,"вул. Метрологічна, 13-13А",73 638 $,1 574 $,46.78 м²,1,16,1,Іподром,ЖК Life Story
Київ,Голосіївський,"вул. Метрологічна, 13-13А",97 337 $,1 305 $,74.58 м²,2,16,2,Іподром,ЖК Life Story
Київ,Голосіївський,"вул. Метрологічна, 13-13А",87 878 $,1 823 $,48.2 м²,1,16,1,Іподром,ЖК Life Story
Київ,Голосіївський,"вул. Метрологічна, 13-13А",98 081 $,1 315 $,74.58 м²,2,16,2,Іподром,ЖК Life Story
Київ,Голосіївський,"вул. Метрологічна, 13-13А",110 301 $,1 674 $,65.9 м²,1,16,1,Іподром,ЖК Life Story
Київ,Голосіївський,"вул. Метрологічна, 13-13А",87 441 $,1 235 $,70.78 м²,2,16,2,Іподром,ЖК Life Story
Київ,Голосіївський,"вул. Метрологічна, 13-13А",99 105 $,1 724 $,57.5 м²,2,16,2,Іподром,ЖК Life Story
Київ,Голосіївський,"вул. Метрологічна, 13-13А",101 714 $,1 674 $,60.77 м²,2,16,2,Іподром,ЖК Life Story
Київ,Голосіївський,"вул. Метрологічна, 13-13А",86 058 $,1 724 $,49.93 м²,1,16,1,Іподром,ЖК Life Story
Київ,Голосіївський,"вул. Метрологічна, 13-13А",456 898 $,1 993 $,229.3 м²,6,16,6,Іподром,ЖК Life Story
Київ,Голосіївський,"вул. Метрологічна, 13-13А",76 854 $,1 724 $,44.59 м²,1,16,1,Іподром,ЖК Life Story
Київ,Голосіївський,"вул. Метрологічна, 13-13А",83 076 $,1 724 $,48.2 м²,1,16,1,Іподром,ЖК Life Story
Київ,Голосіївський,"вул. Метрологічна, 13-13А",92 878 $,1 245 $,74.58 м²,2,16,2,Іподром,ЖК Life Story
Київ,Голосіївський,"вул. Метрологічна, 13-13А",95 661 $,1 574 $,60.77 м²,2,16,2,Іподром,ЖК Life Story
Київ,Голосіївський,"вул. Метрологічна, 13-13А",92 969 $,1 574 $,59.06 м²,2,16,2,Іподром,ЖК Life Story
Київ,Голосіївський,"вул. Метрологічна, 13-13А",70 804 $,1 624 $,43.6 м²,1,16,1,Іподром,ЖК Life Story
Київ,Голосіївський,"вул. Метрологічна, 13-13А",77 323 $,1 345 $,57.49 м²,1,16,1,Іподром,ЖК Life Story
Київ,Голосіївський,"вул. Метрологічна, 13-13А",65 340 $,1 345 $,48.58 м²,1,16,1,Іподром,ЖК Life Story
Київ,Голосіївський,"вул. Метрологічна, 13-13А",65 487 $,1 345 $,48.69 м²,1,16,1,Іподром,ЖК Life Story
Київ,Голосіївський,"вул. Метрологічна, 13-13А",194 256 $,1 993 $,97.49 м²,1,16,1,Іподром,ЖК Life Story
Київ,Голосіївський,"вул. Метрологічна, 13-13А",88 146 $,1 245 $,70.78 м²,2,16,2,Іподром,ЖК Life Story
Київ,Голосіївський,"вул. Метрологічна, 13-13А",63 214 $,1 345 $,47 м²,1,16,1,Іподром,ЖК Life Story
Київ,Голосіївський,"вул. Метрологічна, 13-13А",81 303 $,1 156 $,70.35 м²,2,16,2,Іподром,ЖК Life Story
Київ,Голосіївський,"вул. Метрологічна, 13-13А",68 541 $,1 345 $,50.96 м²,1,16,1,Іподром,ЖК Life Story
Київ,Голосіївський,"вул. Метрологічна, 13-13А",95 661 $,1 574 $,60.77 м²,2,16,2,Іподром,ЖК Life Story
Київ,Голосіївський,"вул. Метрологічна, 13-13А",92 969 $,1 574 $,59.06 м²,2,16,2,Іподром,ЖК Life Story
Київ,Голосіївський,"вул. Метрологічна, 13-13А",70 804 $,1 624 $,43.6 м²,1,16,1,Іподром,ЖК Life Story
Київ,Голосіївський,"вул. Метрологічна, 13-13А",77 323 $,1 345 $,57.49 м²,1,16,1,Іподром,ЖК Life Story
Київ,Голосіївський,"вул. Метрологічна, 13-13А",65 340 $,1 345 $,48.58 м²,1,16,1,Іподром,ЖК Life Story
Київ,Голосіївський,"вул. Метрологічна, 13-13А",65 487 $,1 345 $,48.69 м²,1,16,1,Іподром,ЖК Life Story
Київ,Голосіївський,"вул. Метрологічна, 13-13А",194 256 $,1 993 $,97.49 м²,1,16,1,Іподром,ЖК Life Story
Київ,Голосіївський,"вул. Метрологічна, 13-13А",88 146 $,1 245 $,70.78 м²,2,16,2,Іподром,ЖК Life Story
Київ,Голосіївський,"вул. Метрологічна, 13-13А",63 214 $,1 345 $,47 м²,1,16,1,Іподром,ЖК Life Story
Київ,Голосіївський,"вул. Метрологічна, 13-13А",68 541 $,1 345 $,50.96 м²,1,16,1,Іподром,ЖК Life Story
Київ,Голосіївський,"вул. Метрологічна, 13-13А",81 303 $,1 156 $,70.35 м²,2,16,2,Іподром,ЖК Life Story
Київ,Голосіївський,"вул. Метрологічна, 13-13А",86 735 $,1 225 $,70.78 м²,2,16,2,Іподром,ЖК Life Story
Київ,Голосіївський,"вул. Метрологічна, 13-13А",85 327 $,1 206 $,70.78 м²,2,16,2,Іподром,ЖК Life Story
Київ,Голосіївський,"вул. Метрологічна, 13-13А",86 031 $,1 215 $,70.78 м²,2,16,2,Іподром,ЖК Life Story
Київ,Голосіївський,"вул. Метрологічна, 13-13А",98 823 $,1 325 $,74.58 м²,2,16,2,Іподром,ЖК Life Story
Київ,Голосіївський,"вул. Метрологічна, 13-13А",81 800 $,1 156 $,70.78 м²,2,16,2,Іподром,ЖК Life Story
Київ,Голосіївський,"вул. Метрологічна, 13-13А",84 620 $,1 196 $,70.78 м²,2,16,2,Іподром,ЖК Life Story
Київ,Голосіївський,"вул. Метрологічна, 13-13А",96 595 $,1 295 $,74.58 м²,2,16,2,Іподром,ЖК Life Story
Київ,Голосіївський,"вул. Метрологічна, 13-13А",95 851 $,1 285 $,74.58 м²,2,16,2,Іподром,ЖК Life Story
Київ,Голосіївський,"вул. Метрологічна, 13-13А",94 364 $,1 265 $,74.58 м²,2,16,2,Іподром,ЖК Life Story
Київ,Голосіївський,"вул. Метрологічна, 13-13А",65 340 $,1 345 $,48.58 м²,1,16,1,Іподром,ЖК Life Story
Київ,Голосіївський,"вул. Метрологічна, 13-13А",65 487 $,1 345 $,48.69 м²,1,16,1,Іподром,ЖК Life Story
Київ,Голосіївський,"вул. Метрологічна, 13-13А",194 256 $,1 993 $,97.49 м²,1,16,1,Іподром,ЖК Life Story
Київ,Голосіївський,"вул. Метрологічна, 13-13А",88 146 $,1 245 $,70.78 м²,2,16,2,Іподром,ЖК Life Story
Київ,Голосіївський,"вул. Метрологічна, 13-13А",63 214 $,1 345 $,47 м²,1,16,1,Іподром,ЖК Life Story
Київ,Голосіївський,"вул. Метрологічна, 13-13А",68 541 $,1 345 $,50.96 м²,1,16,1,Іподром,ЖК Life Story
Київ,Голосіївський,"вул. Метрологічна, 13-13А",81 303 $,1 156 $,70.35 м²,2,16,2,Іподром,ЖК Life Story
Київ,Голосіївський,"вул. Метрологічна, 13-13А",85 327 $,1 206 $,70.78 м²,2,16,2,Іподром,ЖК Life Story
Київ,Голосіївський,"вул. Метрологічна, 13-13А",86 735 $,1 225 $,70.78 м²,2,16,2,Іподром,ЖК Life Story
Київ,Голосіївський,"вул. Метрологічна, 13-13А",86 031 $,1 215 $,70.78 м²,2,16,2,Іподром,ЖК Life Story
Київ,Голосіївський,"вул. Метрологічна, 13-13А",98 823 $,1 325 $,74.58 м²,2,16,2,Іподром,ЖК Life Story
Київ,Голосіївський,"вул. Метрологічна, 13-13А",81 800 $,1 156 $,70.78 м²,2,16,2,Іподром,ЖК Life Story
Київ,Голосіївський,"вул. Метрологічна, 13-13А",84 620 $,1 196 $,70.78 м²,2,16,2,Іподром,ЖК Life Story
Київ,Голосіївський,"вул. Метрологічна, 13-13А",96 595 $,1 295 $,74.58 м²,2,16,2,Іподром,ЖК Life Story
Київ,Голосіївський,"вул. Метрологічна, 13-13А",95 851 $,1 285 $,74.58 м²,2,16,2,Іподром,ЖК Life Story
Київ,Голосіївський,"вул. Метрологічна, 13-13А",94 364 $,1 265 $,74.58 м²,2,16,2,Іподром,ЖК Life Story
Київ,Голосіївський,"вул. Метрологічна, 13-13А",92 878 $,1 245 $,74.58 м²,2,16,2,Іподром,ЖК Life Story
Дніпро,Амур-Нижньодніпровський,"вул. Подебрадська(Кожем'яки), 3",41 000 $,586 $,70 м²,10,10,3,,
Дніпро,Соборний,"вул. Сімферопольська, 2П",113 000 $,1 378 $,82 м²,22,24,2,,ЖК Панорама
Львів,Галицький,"вул. Ярослава Мудрого, 18",70 000 $,1 655 $,42.3 м²,2,3,1,,
Одеса,Хаджибейський,"вул. Прохоровська, 40 корпус 6",57 000 $,836 $,68.2 м²,5,16,2,,ЖК Прохоровський квартал
Хмельницький,,,41 223 $,700 $,58.89 м²,2,10,2,,ЖК Grand Royal
Хмельницький,,,43 743 $,700 $,62.49 м²,2,10,2,,ЖК Grand Royal
Хмельницький,,,38 906 $,700 $,55.58 м²,2,10,2,,ЖК Grand Royal
Хмельницький,,,23 583 $,700 $,33.69 м²,1,10,1,,ЖК Grand Royal
Хмельницький,,,24 864 $,700 $,35.52 м²,1,10,1,,ЖК Grand Royal
Хмельницький,,,23 877 $,700 $,34.11 м²,1,10,1,,ЖК Grand Royal
Хмельницький,,,39 956 $,700 $,57.08 м²,2,10,2,,ЖК Grand Royal
Хмельницький,,,27 027 $,700 $,38.61 м²,1,10,1,,ЖК Grand Royal
Хмельницький,,,23 968 $,700 $,34.24 м²,1,10,1,,ЖК Grand Royal
Хмельницький,,,25 431 $,700 $,36.33 м²,1,10,1,,ЖК Grand Royal
Хмельницький,,"вул. Панаса Мирного, 18/2",56 235 $,750 $,74.98 м²,2,10,2,,ЖК Grand Royal
Хмельницький,,"вул. Панаса Мирного, 18/2",67 389 $,700 $,96.27 м²,3,10,3,,ЖК Grand Royal
Хмельницький,,"вул. Панаса Мирного, 18/2",67 389 $,700 $,96.27 м²,3,10,3,,ЖК Grand Royal
